      male     female
       0.0        0.0 -- پیش از ورود به هواپیما اسلحه تونو خالی کنین.‏
       0.0        0.0 -- پیشرفت کردن
       0.0        0.0 -- پیکار; پیکارجویان
       0.0        0.0 -- چادرتو اینجا بزن.‏
       0.0        0.0 -- چرا این راه بسته اس؟
       0.0        0.0 -- چرا به عمل احتیاج دارم؟
       0.0        0.0 -- چرا ما داریم دور می زنیم؟
       0.0        0.0 -- چرا ماشنینا وایسادن؟
       0.0        0.0 -- چرا؟
       0.0        0.0 -- چشماتو وا کن.‏
       0.0        0.0 -- چشمگیر; به چشم خوردن
       0.0        0.0 -- چطور می تونیم به منطقه برسیم؟
       0.0        0.0 -- چطور وارد بشم؟
       0.0        0.0 -- چطورهسین؟
       0.0        0.0 -- چقدر دورتر؟
       0.0        0.0 -- چقدر طول می کشه تا به اونجا برسيم؟
       0.0        0.0 -- چقدر فاصله داره؟
       0.0        0.0 -- چقدر وقته که در ارتشی؟
       0.0        0.0 -- چقدرطول میکشه تا به آنجا برسیم؟
       0.0        0.0 -- چقدره؟
       0.0        0.0 -- چمه؟
       0.0        0.0 -- چن تا وسیله نقلیه دیدی؟
       0.0        0.0 -- چند تا انگشت بالا گرفتم؟
       0.0        0.0 -- چند دقیقه پیش.‏
       0.0        0.0 -- چند ساعت پیش.‏
       0.0        0.0 -- چند نفر اونجا بودن؟
       0.0        0.0 -- چنین
       0.0        0.0 -- چه داروهایی می خوری؟
       0.0        0.0 -- چه روزی بود؟
       0.0        0.0 -- چه زبونی حرف میزدن؟
       0.0        0.0 -- چه زبونی حرف میزنی؟
       0.0        0.0 -- چه ساعتی بود؟
       0.0        0.0 -- چه مدت در آنجا زندگی کردی؟
       0.0        0.0 -- چه نوع اسلحه؟
       0.0        0.0 -- چه نوع تجهيزاتی داشتن؟
       0.0        0.0 -- چه نوع تجهیزاتی داشتن؟
       0.0        0.0 -- چه نوع خودرویی داشتن؟
       0.0        0.0 -- چه نوع سوختی موجوده؟
       0.0        0.0 -- چه وقت روز تو، او رو دیدی؟
       0.0        0.0 -- چهار برابر شده است
       0.0        0.0 -- چکار می کردن؟
       0.0        0.0 -- چکار میکنی؟
       0.0        0.0 -- چی به من میدی؟
       0.0        0.0 -- چی دیدی؟
       0.0        0.0 -- چی پوشیده بودن؟
       0.0        0.0 -- چی؟
       0.0        0.0 -- چیز دیگه ایی هس که بخوای به ما بگی؟
       0.0        0.0 -- چیزای شخصیمه.‏
       0.0        0.0 -- ژنراتور برق خرابه.‏
       0.0        0.0 -- کاربرد
       0.0        0.0 -- کارکنان
       0.0        0.0 -- کارگیری
       0.0        0.0 -- کالیبر و نوع اسلحه چه بود؟
       0.0        0.0 -- کاملا ً
       0.0        0.0 -- کاه
       0.0        0.0 -- کاهش یافتن; کاهش دادن
       0.0        0.0 -- کاپوت ماشینتو بزن بالا.‏
       0.0        0.0 -- کجا دستامو بشورم؟
       0.0        0.0 -- کجا میری؟
       0.0        0.0 -- کجا پنهان شدن؟
       0.0        0.0 -- کجا؟
       0.0        0.0 -- کرانه
       0.0        0.0 -- کسی رو به اسارت گرفته بودن؟
       0.0        0.0 -- کسی رو که دیدی مشخصه بخصوصی داشت؟
       0.0        0.0 -- کسی مجروح شده بود؟
       0.0        0.0 -- کسی میتونه کمکمون کنه؟
       0.0        0.0 -- کشاورز.‏
       0.0        0.0 -- کشت
       0.0        0.0 -- کشتن; کشته شدن
       0.0        0.0 -- کلیه
       0.0        0.0 -- کم درآمد
       0.0        0.0 -- کمربندتو ببند.‏
       0.0        0.0 -- کمکهای اولیه برای همه زخمیا فراهم ميشه.‏
       0.0        0.0 -- کمی آب بخور.‏
       0.0        0.0 -- کنار; در کنار
       0.0        0.0 -- کودک; کودکان
       0.0        0.0 -- کوشیدن
       0.0        0.0 -- کوهنوردان; کوهستانی
       0.0        0.0 -- کی اتفاق افتاد؟
       0.0        0.0 -- کی به فامیلم اطلاع میده؟
       0.0        0.0 -- کی جلسه اس؟
       0.0        0.0 -- کی مهمات منفجر نشده رو دیدی؟
       0.0        0.0 -- کی پرواز می کنیم؟
       0.0        0.0 -- کی؟
       0.0        0.0 -- گردنت درد میکنه؟
       0.0        0.0 -- گردنم خوبه.‏
       0.0        0.0 -- گردهمایی
       0.0        0.0 -- گرچه; اگرچه
       0.0        0.0 -- گفتگو
       0.0        0.0 -- گلنگدن را بکشيد!‏
       0.0        0.0 -- گواهینامه رانندگیت کجاس؟
       0.0        0.0 -- گيره امنيت و حلقه رو جدا کن.‏
       0.0        0.0 -- یاد کردن از; یاد شده
       0.0        0.0 -- یافتن; یافته
       0.0        0.0 -- یقینا ً  حتما
       0.0        0.0 -- یه آمبولانس خبر می کنم.‏
       0.0        0.0 -- یه بم دسی دیدی؟
       0.0        0.0 -- یه بمب دستی پیدا شد.‏
       0.0        0.0 -- یه خانم سرباز بزودی اینجا میاید.‏
       0.0        0.0 -- یه ساعت دیگه می بینم تون.‏
       0.0        0.0 -- یه سرباز آمریکایی میاد و شما را بازرسی می کنه.‏
       0.0        0.0 -- یه عبا.‏
       0.0        0.0 -- یه نقشه داری؟
       0.0        0.0 -- یه نقص فنی داریم.‏
       0.0        0.0 -- یواش برو.‏
       0.0        0.0 -- یورش
       0.0        0.0 -- یونیفورم نظامی پوشیده بودن.‏
       0.0        0.0 -- یک ماه پیش.‏
       0.0        0.0 -- یک هفته پیش.‏
       0.0        0.0 -- یک کسی مسئول بود.‏
       0.0        0.0 -- یکپارچگی
       0.0        0.0 -- یکی یکی.‏
       0.0        0.0 -- ۱۸۰۰ ليتر ظرفيت داره.‏
       0.0        0.0 -- ۶۰ کیلومتر در ساعت.‏
